0,0,0,20910000,28.6719,7.27596e-12,4.33681e-19,8,7.27596e-12,4.33681e-19,4.1326e-39
0,0,0,70910000,-0.247918,-0.013427,0.0964737,-0.00764281,0.0740161,-0.00119992,28.6719
0,0,6,370910000,-0.10417,-0.0179151,0.0505972,-0.00190549,0.0113292,-0.00184998,28.7539
0,0,6,420910000,-0.0535165,0.0238238,-0.127855,-0.00273138,-0.0112057,-0.00184812,28.7539
0,0,6,470910000,-0.10327,0.00672226,0.0635977,-0.00586435,0.00402946,0.00123586,28.7539
0,0,6,520910000,-0.067533,-0.0179473,-0.0313864,-0.00409409,0.00323188,0.000773929,28.7539
0,0,6,570910000,-0.0820867,0.00255786,-0.0127077,-0.00161193,-0.00695065,0.00377577,28.7539
0,0,6,620910000,-0.0648795,0.0320275,0.26024,0.0195527,0.00518989,0.000427477,28.7539
0,0,6,670910000,-0.0670959,0.0218104,-0.0994024,0.00514519,-0.00259429,0.0135934,28.7539
0,0,6,720910000,-0.092034,-0.00223649,0.0300446,-0.0150584,-0.0106972,0.00345577,28.7539
0,0,6,770910000,-0.0659495,-0.0147091,-0.0340281,0.000539608,-0.00350662,-0.000908971,28.7539
0,0,6,820910000,-0.0845843,0.00276709,0.0606375,0.00468437,0.00209492,0.00124779,28.7539
0,0,6,870910000,-0.0699711,-0.00477246,-0.0508909,-0.0143059,0.00288542,0.00298079,28.7539
0,0,6,920910000,-0.0872562,-0.0140614,0.0765057,0.000135042,0.00214595,1.67638e-06,28.7539
0,0,6,970910000,-0.0686755,-0.00873032,-0.00166035,-0.00225976,0.0138303,-0.00369921,28.7773
0,0,7,20910000,-0.0740397,0.000690678,0.0119038,-0.000885874,-0.00412092,0.00123661,28.7773
0,0,7,70910000,-0.0639692,0.00760588,0.00772858,0.00194106,0.00562463,-0.0010673,28.7773
0,0,7,120910000,-0.0667478,-0.0226835,-0.0179472,0.00206661,0.00915062,-0.00241101,28.7773
0,0,7,170910000,-0.0966292,0.00588251,0.00403786,-0.000978261,0.000637584,-0.00198185,28.7773
0,0,7,220910000,-0.0932794,-0.0183898,0.0288219,-0.00325069,0.00243951,0.00165347,28.7773
0,0,7,270910000,-0.0821102,0.00353264,-0.00785065,-0.00223555,0.00105593,-7.30157e-05,28.7773
0,0,7,320910000,-0.0808527,0.00177021,0.00836945,-0.000124052,0.00176076,0.00246186,28.7773
0,0,7,370910000,-0.080757,-0.00657517,0.0141754,-0.00296496,0.00365805,0.000846572,28.7773
0,0,7,420910000,-0.0893357,0.0161804,0.00264454,-0.00454262,0.00544023,-0.000243262,28.7773
0,0,7,470910000,-0.0725798,-0.00734755,-0.00032711,-0.0063397,-0.00226796,0.00245441,28.7773
0,0,7,520910000,-0.0790261,-0.000449741,0.0344629,-0.00209473,0.00273306,0.000827573,28.7773
0,0,7,570910000,-0.056956,-0.00128323,-0.0306358,-0.00349917,0.000227056,-0.000223517,28.7773
0,0,7,620910000,-0.0101767,-0.018901,0.027173,-0.00704117,0.0255914,0.00183303,28.7773
0,0,7,670910000,-0.0637235,-0.00455088,-0.0122633,0.00126269,0.0040127,-0.000233948,28.7773
0,0,7,720910000,-0.0657699,-0.00535548,0.0292253,-0.00133216,-0.00224225,0.00196192,28.7773
0,0,7,770910000,-0.0711894,-0.0155822,-0.0731831,-0.000919029,0.0104016,-0.0158738,28.7773
0,0,7,820910000,-0.0825704,0.0472062,-0.0224457,-0.00144318,-0.00370853,-0.0140235,28.7773
0,0,7,870910000,-0.114387,-0.008312,0.22728,-0.00621043,-0.0134688,0.010282,28.7773
0,0,7,920910000,-0.0587973,0.00662317,-0.0680485,-0.000540912,-0.0129275,0.00436585,28.7773
0,0,7,970910000,-0.0660688,-0.0341349,-0.00678158,0.000316836,0.0160551,-0.00047572,28.8477
0,0,8,20910000,-0.0929814,-0.00384209,0.0297308,-0.000515953,0.00125486,0.0035299,28.8477
0,0,8,70910000,-0.107539,-0.00978917,0.0767708,0.00416432,0.00333805,0.0020301,28.8477
0,0,8,120910000,-0.0892538,0.0144258,-0.00155735,0.000275113,0.000706129,0.000944547,28.8477
0,0,8,170910000,-0.088708,-0.0110359,0.0877419,0.00415538,0.00766758,0.00200476,28.8477
0,0,8,220910000,-0.0560349,0.0125911,-0.0555077,0.00628736,0.00542868,0.00297818,28.8477
0,0,8,270910000,-0.101164,-0.0201167,-0.0141916,0.00492465,0.00351164,0.0018226,28.8477
0,0,8,320910000,-0.0780056,0.00705835,0.0204039,0.00286084,0.0014754,0.000216253,28.8477
0,0,8,370910000,-0.0808468,0.0171217,0.021596,-0.000815839,0.003835,0.000868924,28.8477
0,0,8,420910000,-0.0864264,-0.0195129,0.049655,0.0013331,0.00225212,0.0018945,28.8477
0,0,8,470910000,-0.0808651,0.0130024,0.0113401,-0.000401959,0.00348296,0.00128616,28.8477
0,0,8,520910000,-0.064255,-0.00235033,0.0011797,0.000629388,0.00296701,0.000298955,28.8477
0,0,8,570910000,-0.0874262,-0.0209478,0.0409784,0.000857003,0.00656527,0.00160318,28.8477
0,0,8,620910000,-0.0689165,-0.000989806,-0.00543976,0.0013357,-0.000491738,0.00297148,28.8477
0,0,8,670910000,-0.0759339,-0.00534174,-0.0270519,-0.00191145,0.00633691,0.000848807,28.8477
0,0,8,720910000,-0.0825529,-0.00406518,0.00295448,0.00220891,0.00243876,0.0036126,28.8477
0,0,8,770910000,-0.0697405,-0.00378301,-0.0133505,-0.00138581,0.00508893,0.00136327,28.8477
0,0,8,820910000,-0.0795167,-0.0139007,0.027359,0.00412557,0.00327956,0.00176188,28.8477
0,0,8,870910000,-0.0704479,0.00754002,0.02775,0.00200588,0.00532586,0.00170711,28.8477
0,0,8,920910000,-0.0806216,-0.0162341,-0.00888824,0.00173878,-0.00193194,0.00389162,28.8477
0,0,8,970910000,-0.0642058,-0.0294152,-0.0505495,-0.0374887,-0.0509057,-0.00767373,28.8203
0,0,9,20910000,-0.065811,0.0532377,0.11468,-0.119745,-0.116711,-0.133707,28.8203
0,0,9,70910000,-0.0713982,-0.0125233,0.401984,-0.0406101,-0.0760622,-0.0380199,28.8203
0,0,9,120910000,0.00745801,0.329821,0.0325432,0.260259,-0.0467673,0.0221299,28.8203
0,0,9,170910000,-0.563915,2.93843,2.84046,1.65202,0.724245,1.06906,28.8203
0,0,9,220910000,-0.530093,-0.27065,0.339504,2.86717,1.82792,0.967758,28.8203
0,0,9,270910000,-0.668369,0.593469,0.753634,1.99808,4.12279,0.517057,28.8203
0,0,9,320910000,0.597122,-0.578344,-2.99731,1.13159,3.0961,0.163684,28.8203
0,0,9,370910000,1.58693,0.918611,-2.67913,0.247047,-1.51195,1.01683,28.8203
0,0,9,420910000,1.15847,-0.714745,1.06028,-1.04613,-4.30184,0.540563,28.8203
0,0,9,470910000,1.38378,0.266076,1.73241,-0.292696,-2.59531,0.152017,28.8203
0,0,9,520910000,0.379393,1.6128,2.79563,-0.34466,-2.25465,-0.403269,28.8203
0,0,9,570910000,0.148963,1.35384,1.25441,-0.244951,1.00151,0.141307,28.8203
0,0,9,620910000,-0.581322,-1.987,-0.382529,0.551998,8.37198,1.81645,28.8203
0,0,9,670910000,-0.684861,-1.16928,-1.67102,0.934376,2.68854,0.286978,28.8203
0,0,9,720910000,1.75315,0.414833,-3.03046,0.499725,-0.779898,0.0749902,28.8203
0,0,9,770910000,-0.679776,-1.88629,0.272768,-1.21628,-8.469,-0.823615,28.8203
0,0,9,820910000,0.51319,2.81026,3.81588,-0.205667,-1.70094,-0.872826,28.8203
0,0,9,870910000,-0.477136,1.30318,1.34601,0.334388,-0.306974,-0.168219,28.8203
0,0,9,920910000,-3.54462,1.54877,5.00851,0.560308,6.34599,1.0089,28.8203
0,0,9,970910000,-1.74581,-3.26026,-3.4143,0.0377281,5.6607,0.137537,28.8398
0,0,10,20910000,1.59393,0.260729,-2.42961,0.352112,-0.295064,0.10498,28.8398
